text,label
far good use everyday ive also used hour,1
best bakeware pan reason gave 4 star one,1
bought take bath needed love extra,1
skeptical nice quality fit nicely table,1
great especially area need turn small piece wood,1
bought bridal shower cupcake soft really love,1
love towel hold lot stuff also love washed,1
make smoothy reason need doesnt slide,1
great starting charcoal grill burn long enough get good coal going,0
great cooker making fatter easy clean lighter traditional crock pot,0
exactly pictured look great look great log home burlap curtain,0
best bath mat ever owned use exactly directed instruction,0
absolutely love kitchen towel redecorated kitchen owl theme look perfect,0
excellent purchase cute got lot compliment huge enough small space,0
last mortar pestle lost move much prefer replacement effective,0
love bag one hole good price amount get,0
exactly needed almost seemed stronger original one came nutribullet,0
poorly assembled wheel wobble material gauged dont waste money went trash one use,0
right size two cup hold snack price drop made le pull trigger,0
total crap cup scratched lid seal fell apart 6 month glass always better,0
small flimsy looking bag product info webiste somewhat unclearmisleading return,0
love product work great happy getting 2 free blade like advertises,0
sock underwear drawer great bra holder good larger cup size,0
price great thermometer really like fold store better,0
like mat make baking cleanup much easier clean second would recommend buy,0
good size different setting even little light help night,0
really good value scale accurate guarantee idk beat deal like,0
although tablecloth pretty tear easily last long table,0
absolutely adorable pretty blue color vibrant photo also large nice quality,0
easy keep spoon head right direction spiral cut good product,0
product described bundle wont stay lit work purpose using,0
decent design little bit small work great people diet,0
stink cute roomy fold flat love overall great lunch bag,0
stupid thought would laminated print still nice change hanging plan,0
bought couple duvet cover nice silky soft,0
expecting quite workout use result subpar best,0
fantastic easy apply product put shine back hardwood tile floor,0
love sheet make 2nd purchase soft wrinkle free keep cooler night,0
good price work well given party bag kid thought cool would buy pen,0
great playroom multiple child fit bit everyones favorite,0
poor quality thought would funny usableproblem doesnt fit wine bottle,0
beautiful ivory color soft little thinner thought would still love,0
arrived several minor scratch bad price scuff scratch bother,0
time tell long take finish say pretty stable,1
best spot cleaner market problem kind hard clean,1
supposed smoothie perfect time,1
pot wonderful easy clean comfortable reason gave,1
may doesnt stick counter good deal small kitchen,1
used wallet good value large one,1
pretty put freezer pop awesome,1
comfortable feel like long time becomes go pillow,1
magnificent quality pattern look nice design wanted,1
work time instruction say turn oven,1
great bathroom accessory kitchen problem really vacuum,1
love look pillow case also love pillow case extra,1
pretty darn cool ice mold love look feel,1
filled white gray paint nice touch surprised,1
actually use makeshift suction cup also love removable,1
mild scent burned couple hour keep rose house,1
great corner space saver use longterm storage space small kitchen,1
durable problem using problem really vacuum,1
unfortunately need send back box large one,1
great product great pricevery good qualitynice sturdy functional,1
beautiful lamp well made look nice countertop,1
love little smaller two still fit small vacuum,1
sturdy look great kitchen keep next couple,1
look elegant bathroom quality right reason gave,1
sharp edge rough interior sharp edge reason gave 4 star,1
look nice im using comfortable reason gave,1
great table great price problem really large one,1
love used stove top also love removable,1
needed set glass keep glass store,1
great ramekin love bright color problem really,1
three section smaller original design nice bonus like extra,1
nice blanket warmer expected love look feel blanket,1
began home brewing absolute breeze reason gave,1
pleased set quality purchasing future,1
nice plate complaint design bit sloppy couple,1
able assemble piece instruction included reason gave,1
loved much bought second one husband christmas,1
shower curtain little thinner picture admit little,1
love trash super soft easy clean keep trash cani,1
look good hanging wall instruction little difficult read,1
work great however look picture picture bit misleading,1
bottle needed problem kind hard put,1
dont know else say great product price,1
nice mold could little bigger nice size kid watching waistline,0
look neat right height spot wanted replaced pot sturdier one,0
survived 2 year many washing still look great surely buy another ever look scruffy,0
easy use easy clean able freeze microwave great boon,0
love perfect size look nice hide husband messy desk perfectly recommend spacesaving organizer,0
well made shape isnt ideal larger ear also nest together would nice,0
got measuring hot cocoa perfect size coffee cup kid make,0
